avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,3.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.8,0.8,3.92,0.9900493386913721,0.1,-79,79,0.0,0.0,0.0005,0.09900990099009901
-0.62,0.62,4.8,0.980197693043223,0.19,-141,141,0.0,0.0,0.0005,0.14427860696517414
-0.62,0.62,4.03,0.970444077784251,0.19,-203,203,0.0,0.0,0.0005,0.15946843853820597
-0.72,0.72,4.39,0.9607875174472562,0.14,-275,275,0.0,0.0,0.0005,0.1546134663341646
-0.74,0.74,4.05,0.9512270462715811,0.13,-349,349,0.0,0.0,0.0005,0.1497005988023952
-0.58,0.58,4.85,0.9417617081065252,0.21,-407,407,0.0,0.0,0.0005,0.15973377703826955
-0.76,0.76,4.35,0.9323905563157222,0.12,-483,483,0.0,0.0,0.0005,0.15406562054208273
-0.76,0.76,4.24,0.9231126536824614,0.12,-559,559,0.0,0.0,0.0005,0.149812734082397
-0.6,0.6,5.08,0.9139270723159584,0.2,-621,621,0.0,0.0,0.0005,0.15538290788013318
-0.62,0.62,4.63,0.9048328935585562,0.19,-681,681,0.0,0.0,0.0005,0.15884115884115885
-0.78,0.78,4.1,0.8958292078938495,0.11,-758,758,0.0,0.0,0.0005,0.15440508628519528
-0.62,0.62,4.95,0.886915114855721,0.19,-822,822,0.0,0.0,0.0005,0.15736885928393005
-0.66,0.66,4.13,0.8780897229382887,0.17,-888,888,0.0,0.0,0.0005,0.15833973866256726
-0.64,0.64,4.95,0.8693521495067424,0.18,-950,950,0.0,0.0,0.0005,0.15988579586009993
-0.68,0.68,4.36,0.8607015207090729,0.16,-1018,1018,0.0,0.0,0.0005,0.15989340439706862
-0.68,0.68,4.53,0.8521369713886755,0.16,-1086,1086,0.0,0.0,0.0005,0.1599000624609619
-0.74,0.74,4.46,0.843657644997827,0.13,-1160,1160,0.0,0.0,0.0005,0.15814226925338037
-0.68,0.68,4.61,0.8352626935120188,0.16,-1228,1228,0.0,0.0,0.0005,0.15824541921154914
-0.7,0.7,4.39,0.8269512773451482,0.15,-1298,1298,0.0,0.0,0.0005,0.15781167806417676
-0.74,0.74,4.38,0.8187225652655491,0.13,-1372,1372,0.0,0.0,0.0005,0.15642178910544727
-0.74,0.74,4.03,0.8105757343128605,0.13,-1445,1445,0.0,0.0,0.0005,0.15516420752022847
-0.62,0.62,4.74,0.8025099697157205,0.19,-1507,1507,0.0,0.0,0.0005,0.15674693321217628
-0.8,0.8,4.36,0.7945244648102819,0.1,-1587,1587,0.0,0.0,0.0005,0.15428074750108647
-0.7,0.7,4.27,0.7866184209595359,0.15,-1657,1657,0.0,0.0,0.0005,0.1541024573094544
-0.66,0.66,4.28,0.7787910474734399,0.17,-1725,1725,0.0,0.0,0.0005,0.15473810475809677
-0.72,0.72,4.41,0.7710415615298397,0.14,-1795,1795,0.0,0.0,0.0005,0.15417147251057287
-0.66,0.66,4.94,0.7633691880961806,0.17,-1861,1861,0.0,0.0,0.0005,0.15475749722325063
-0.66,0.66,4.37,0.7557731598519929,0.17,-1927,1927,0.0,0.0,0.0005,0.1553016779721528
-0.76,0.76,4.22,0.748252717112154,0.12,-2005,2005,0.0,0.0,0.0005,0.15408479834539815
-0.62,0.62,4.94,0.74080710775091,0.19,-2065,2065,0.0,0.0,0.0005,0.15528157280906366
-0.68,0.68,4.76,0.7334355871266565,0.16,-2132,2132,0.0,0.0,0.0005,0.15543373105449854
-0.6,0.6,4.61,0.7261374180074647,0.2,-2192,2192,0.0,0.0,0.0005,0.15682599187753826
-0.7,0.7,4.13,0.7189118704973512,0.15,-2262,2262,0.0,0.0,0.0005,0.15661920630112086
-0.48,0.48,4.76,0.7117582219632792,0.26,-2310,2310,0.0,0.0,0.0005,0.15965892384592767
-0.82,0.82,4.26,0.7046757569628911,0.09,-2392,2392,0.0,0.0,0.0005,0.15766923736075408
-0.68,0.68,4.87,0.697663767172952,0.16,-2460,2460,0.0,0.0,0.0005,0.1577339627881144
-0.68,0.68,4.57,0.6907215513185129,0.16,-2530,2530,0.0,0.0,0.0005,0.15779519048905702
-0.7,0.7,4.35,0.6838484151027725,0.15,-2598,2598,0.0,0.0,0.0005,0.15759010786635097
-0.68,0.68,4.6,0.6770436711376424,0.16,-2666,2666,0.0,0.0,0.0005,0.15765188413227377
-0.72,0.72,4.35,0.6703066388750015,0.14,-2738,2738,0.0,0.0,0.0005,0.15721069732566859
-0.78,0.78,4.49,0.6636366445386316,0.11,-2815,2815,0.0,0.0,0.0005,0.15605949768349184
-0.76,0.76,4.56,0.657033021056833,0.12,-2891,2891,0.0,0.0,0.0005,0.1552011425850988
-0.56,0.56,4.51,0.6504951079957114,0.22,-2947,2947,0.0,0.0,0.0005,0.15670774238549173
-0.48,0.48,5.13,0.6440222514931265,0.26,-2995,2995,0.0,0.0,0.0005,0.15905476028175414
-0.72,0.72,4.5,0.6376138041932984,0.14,-3067,3067,0.0,0.0,0.0005,0.15863141524105753
-0.64,0.64,4.48,0.6312691251820646,0.18,-3131,3131,0.0,0.0,0.0005,0.15909584872853727
-0.62,0.62,4.81,0.6249875799227835,0.19,-3195,3195,0.0,0.0,0.0005,0.15975324399064028
-0.72,0.72,4.95,0.6187685401928729,0.14,-3265,3265,0.0,0.0,0.0005,0.1593418037908769
-0.64,0.64,5.19,0.6126113840209793,0.18,-3329,3329,0.0,0.0,0.0005,0.15976331360946747
-0.7,0.7,4.26,0.6065154956247766,0.15,-3401,3401,0.0,0.0,0.0005,0.15956808638272346
-0.64,0.64,4.94,0.6004802653493791,0.18,-3464,3464,0.0,0.0,0.0005,0.15996863360125466
-0.76,0.76,4.42,0.594505089606372,0.12,-3540,3540,0.0,0.0,0.0005,0.15920015381657374
-0.72,0.72,4.73,0.5885893708134431,0.14,-3612,3612,0.0,0.0,0.0005,0.1588379551028108
-0.64,0.64,5.2,0.5827325173346204,0.18,-3676,3676,0.0,0.0,0.0005,0.15922977226439547
-0.58,0.58,4.88,0.5769339434210992,0.21,-3734,3734,0.0,0.0,0.0005,0.16015269950918015
-0.74,0.74,4.41,0.5711930691526644,0.13,-3808,3808,0.0,0.0,0.0005,0.15961435457953937
-0.68,0.68,4.09,0.565509320379691,0.16,-3876,3876,0.0,0.0,0.0005,0.15962111910191196
-0.6,0.6,5.0,0.5598821286657205,0.2,-3936,3936,0.0,0.0,0.0005,0.16031718669194966
