avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
1.0,-1.1,4.0,1,1.0,0,0,0.0,0.0,0.0005,1.0
0.92,-1.057,4.71,0.9900493386913721,0.96,91,-104.55,0.0,0.0,0.0005,0.9603960396039604
0.84,-0.9684999999999999,4.51,0.980197693043223,0.92,175,-201.29999999999976,0.0,0.0,0.0005,0.9402985074626866
0.92,-1.0590000000000002,4.75,0.970444077784251,0.96,267,-307.2999999999997,0.0,0.0,0.0005,0.946843853820598
0.84,-0.9754999999999999,4.63,0.9607875174472562,0.92,351,-404.85,0.0,0.0,0.0005,0.940149625935162
0.88,-1.0330000000000001,5.03,0.9512270462715811,0.94,439,-508.15000000000003,0.0,0.0,0.0005,0.9401197604790419
0.78,-0.9154999999999999,4.61,0.9417617081065252,0.89,517,-599.7500000000005,0.0,0.0,0.0005,0.9317803660565723
0.9,-1.0445000000000002,4.89,0.9323905563157222,0.95,607,-704.1500000000015,0.0,0.0,0.0005,0.9343794579172611
0.9,-1.0515,4.98,0.9231126536824614,0.95,697,-809.300000000002,0.0,0.0,0.0005,0.9363295880149812
0.84,-0.9950000000000001,5.06,0.9139270723159584,0.92,781,-908.8000000000028,0.0,0.0,0.0005,0.9345172031076582
0.84,-0.9915000000000002,4.96,0.9048328935585562,0.92,865,-1007.9500000000036,0.0,0.0,0.0005,0.9330669330669331
0.88,-1.041,5.18,0.8958292078938495,0.94,952,-1110.9500000000035,0.0,0.0,0.0005,0.9336966394187103
0.8,-0.9554999999999998,5.05,0.886915114855721,0.9,1032,-1206.5000000000036,0.0,0.0,0.0005,0.9308909242298085
0.84,-0.9945,5.04,0.8780897229382887,0.92,1116,-1305.8500000000035,0.0,0.0,0.0005,0.930053804765565
0.88,-1.0404999999999998,5.18,0.8693521495067424,0.94,1204,-1409.9000000000046,0.0,0.0,0.0005,0.9307637401855817
0.9,-1.0715,5.39,0.8607015207090729,0.95,1294,-1517.0500000000045,0.0,0.0,0.0005,0.9320453031312458
0.72,-0.8835000000000001,5.22,0.8521369713886755,0.86,1368,-1607.4000000000049,0.0,0.0,0.0005,0.9275452841973766
0.92,-1.0934999999999997,5.45,0.843657644997827,0.96,1458,-1714.4000000000055,0.0,0.0,0.0005,0.9294532627865961
0.9,-1.0715,5.4,0.8352626935120188,0.95,1548,-1821.7500000000055,0.0,0.0,0.0005,0.9305941143808995
0.88,-1.0614999999999997,5.57,0.8269512773451482,0.94,1636,-1928.1500000000065,0.0,0.0,0.0005,0.9310889005786428
0.86,-1.038,5.52,0.8187225652655491,0.93,1722,-2031.8500000000083,0.0,0.0,0.0005,0.9310344827586207
0.8,-0.954,5.01,0.8105757343128605,0.9,1801,-2126.100000000007,0.0,0.0,0.0005,0.9295573536411232
0.84,-1.0254999999999996,5.66,0.8025099697157205,0.92,1885,-2228.450000000004,0.0,0.0,0.0005,0.9291231258518855
0.76,-0.9449999999999998,5.69,0.7945244648102819,0.88,1961,-2323.1000000000026,0.0,0.0,0.0005,0.9269882659713168
0.84,-1.0275,5.71,0.7866184209595359,0.92,2045,-2425.8499999999985,0.0,0.0,0.0005,0.9266972094960433
0.82,-0.9995,5.55,0.7787910474734399,0.91,2127,-2525.8499999999954,0.0,0.0,0.0005,0.9260295881647341
0.84,-1.0385,5.94,0.7710415615298397,0.92,2211,-2629.649999999996,0.0,0.0,0.0005,0.9257977700884276
0.82,-1.0130000000000001,5.82,0.7633691880961806,0.91,2293,-2730.9499999999935,0.0,0.0,0.0005,0.9252128841169938
0.9,-1.102,6.02,0.7557731598519929,0.95,2383,-2841.2499999999927,0.0,0.0,0.0005,0.9260978222063548
0.78,-0.9754999999999998,5.85,0.748252717112154,0.89,2463,-2940.899999999989,0.0,0.0,0.0005,0.9248534987935195
0.86,-1.057,5.89,0.74080710775091,0.93,2547,-3044.3999999999883,0.0,0.0,0.0005,0.9250249916694435
0.78,-0.9755000000000001,5.83,0.7334355871266565,0.89,2624,-3140.7499999999873,0.0,0.0,0.0005,0.9238955175749758
0.9,-1.1035,6.05,0.7261374180074647,0.95,2714,-3251.199999999985,0.0,0.0,0.0005,0.9247110278038113
0.8,-1.018,6.32,0.7189118704973512,0.9,2794,-3352.6499999999824,0.0,0.0,0.0005,0.923962435625568
0.88,-1.0964999999999998,6.3,0.7117582219632792,0.94,2882,-3462.49999999998,0.0,0.0,0.0005,0.9244339900029404
0.82,-1.0420000000000003,6.42,0.7046757569628911,0.91,2964,-3566.549999999979,0.0,0.0,0.0005,0.9240217080834048
0.9,-1.126,6.49,0.697663767172952,0.95,3054,-3679.149999999977,0.0,0.0,0.0005,0.9247431269091919
0.78,-1.002,6.39,0.6907215513185129,0.89,3132,-3779.449999999975,0.0,0.0,0.0005,0.9238043771953526
0.82,-1.039,6.34,0.6838484151027725,0.91,3214,-3883.5499999999743,0.0,0.0,0.0005,0.9234411996842936
0.7,-0.924,6.45,0.6770436711376424,0.85,3284,-3975.899999999972,0.0,0.0,0.0005,0.9215585747244296
0.7,-0.9495,7.0,0.6703066388750015,0.85,3354,-4070.6999999999716,0.0,0.0,0.0005,0.9197700574856286
0.86,-1.0934999999999997,6.66,0.6636366445386316,0.93,3439,-4178.749999999973,0.0,0.0,0.0005,0.9200195074372104
0.76,-0.991,6.59,0.657033021056833,0.88,3515,-4277.899999999969,0.0,0.0,0.0005,0.9190668888359914
0.86,-1.1079999999999999,7.0,0.6504951079957114,0.93,3603,-4390.899999999968,0.0,0.0,0.0005,0.9193210881190421
0.78,-1.0205,6.84,0.6440222514931265,0.89,3679,-4490.849999999962,0.0,0.0,0.0005,0.9186548511701886
0.82,-1.066,6.97,0.6376138041932984,0.91,3761,-4597.399999999959,0.0,0.0,0.0005,0.9184625638746945
0.72,-0.9675000000000001,6.93,0.6312691251820646,0.86,3833,-4694.149999999956,0.0,0.0,0.0005,0.9171919148011302
0.78,-1.0445,7.39,0.6249875799227835,0.89,3911,-4798.549999999951,0.0,0.0,0.0005,0.9166134864922357
0.7,-0.9605,7.2,0.6187685401928729,0.85,3981,-4894.399999999948,0.0,0.0,0.0005,0.9152259945844615
0.72,-0.971,7.1,0.6126113840209793,0.86,4053,-4991.549999999947,0.0,0.0,0.0005,0.9140991634360335
0.76,-1.0294999999999999,7.54,0.6065154956247766,0.88,4129,-5094.599999999948,0.0,0.0,0.0005,0.9134173165366927
0.68,-0.9455,7.35,0.6004802653493791,0.84,4198,-5190.099999999944,0.0,0.0,0.0005,0.9119780435208783
0.74,-1.0405,8.23,0.594505089606372,0.87,4270,-5291.949999999942,0.0,0.0,0.0005,0.9111709286675639
0.78,-1.0510000000000002,7.48,0.5885893708134431,0.89,4348,-5396.9999999999445,0.0,0.0,0.0005,0.9107715525372572
0.74,-1.0195,7.64,0.5827325173346204,0.87,4422,-5499.049999999945,0.0,0.0,0.0005,0.9100166635808183
0.8,-1.074,7.65,0.5769339434210992,0.9,4502,-5606.499999999942,0.0,0.0,0.0005,0.9098345755317215
