avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,0.95,2.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.32,0.19199999999999995,4.15,0.9900493386913721,0.34,-31,18.249999999999993,0.0,0.0,0.0005,0.33663366336633666
-0.4,0.2725,4.13,0.980197693043223,0.3,-73,47.69999999999998,0.0,0.0,0.0005,0.31840796019900497
-0.36,0.2385,4.01,0.970444077784251,0.32,-107,69.34999999999998,0.0,0.0,0.0005,0.31893687707641194
-0.5,0.377,4.04,0.9607875174472562,0.25,-157,107.04999999999998,0.0,0.0,0.0005,0.30174563591022446
-0.34,0.21350000000000002,4.13,0.9512270462715811,0.33,-193,130.65000000000012,0.0,0.0,0.0005,0.3073852295409182
-0.6,0.49300000000000005,3.64,0.9417617081065252,0.2,-251,177.70000000000016,0.0,0.0,0.0005,0.2895174708818636
-0.38,0.25299999999999995,4.15,0.9323905563157222,0.31,-289,203.05000000000015,0.0,0.0,0.0005,0.29243937232524964
-0.42,0.281,4.43,0.9231126536824614,0.29,-331,231.20000000000016,0.0,0.0,0.0005,0.29213483146067415
-0.38,0.25099999999999995,4.19,0.9139270723159584,0.31,-371,258.35000000000014,0.0,0.0,0.0005,0.29411764705882354
-0.48,0.3644999999999999,3.78,0.9048328935585562,0.26,-417,292.5999999999998,0.0,0.0,0.0005,0.2907092907092907
-0.52,0.38449999999999995,4.28,0.8958292078938495,0.24,-468,330.1499999999997,0.0,0.0,0.0005,0.28610354223433243
-0.4,0.2585,4.48,0.886915114855721,0.3,-508,356.0499999999997,0.0,0.0,0.0005,0.28726061615320564
-0.54,0.415,4.05,0.8780897229382887,0.23,-562,397.49999999999955,0.0,0.0,0.0005,0.2828593389700231
-0.46,0.3325,4.12,0.8693521495067424,0.27,-608,430.69999999999925,0.0,0.0,0.0005,0.2819414703783012
-0.62,0.4885,4.28,0.8607015207090729,0.19,-672,481.699999999999,0.0,0.0,0.0005,0.27581612258494337
-0.48,0.3360000000000001,4.49,0.8521369713886755,0.26,-718,513.0999999999991,0.0,0.0,0.0005,0.27482823235477827
-0.5,0.35700000000000004,4.46,0.843657644997827,0.25,-768,548.8499999999992,0.0,0.0,0.0005,0.27336860670194
-0.64,0.5125000000000001,4.1,0.8352626935120188,0.18,-834,602.3999999999992,0.0,0.0,0.0005,0.2681843420322043
-0.6,0.47350000000000003,4.05,0.8269512773451482,0.2,-892,647.4999999999998,0.0,0.0,0.0005,0.2645975802209363
-0.52,0.3765,4.42,0.8187225652655491,0.24,-946,687.35,0.0,0.0,0.0005,0.263368315842079
-0.62,0.488,4.21,0.8105757343128605,0.19,-1007,735.1500000000005,0.0,0.0,0.0005,0.2598762494050452
-0.66,0.5329999999999999,4.06,0.8025099697157205,0.17,-1073,788.4500000000012,0.0,0.0,0.0005,0.2557928214447978
-0.62,0.4885,4.21,0.7945244648102819,0.19,-1135,837.5000000000013,0.0,0.0,0.0005,0.2529335071707953
-0.5,0.36149999999999993,4.36,0.7866184209595359,0.25,-1185,873.4500000000018,0.0,0.0,0.0005,0.25281132861307787
-0.44,0.27349999999999997,4.99,0.7787910474734399,0.28,-1229,900.900000000002,0.0,0.0,0.0005,0.2538984406237505
