avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,2.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.36,0.36,4.42,0.9900493386913721,0.32,-37,37,0.0,0.0,0.0005,0.31683168316831684
-0.36,0.36,4.05,0.980197693043223,0.32,-71,71,0.0,0.0,0.0005,0.31840796019900497
-0.42,0.42,4.06,0.970444077784251,0.29,-113,113,0.0,0.0,0.0005,0.3089700996677741
-0.46,0.46,3.91,0.9607875174472562,0.27,-161,161,0.0,0.0,0.0005,0.29925187032418954
-0.32,0.32,4.15,0.9512270462715811,0.34,-191,191,0.0,0.0,0.0005,0.3073852295409182
-0.28,0.28,4.27,0.9417617081065252,0.36,-221,221,0.0,0.0,0.0005,0.3161397670549085
-0.46,0.46,4.24,0.9323905563157222,0.27,-267,267,0.0,0.0,0.0005,0.3095577746077033
-0.36,0.36,4.5,0.9231126536824614,0.32,-301,301,0.0,0.0,0.0005,0.31086142322097376
-0.4,0.4,4.6,0.9139270723159584,0.3,-341,341,0.0,0.0,0.0005,0.30965593784683687
-0.48,0.48,3.99,0.9048328935585562,0.26,-389,389,0.0,0.0,0.0005,0.3046953046953047
-0.6,0.6,4.07,0.8958292078938495,0.2,-448,448,0.0,0.0,0.0005,0.29518619436875565
-0.32,0.32,4.31,0.886915114855721,0.34,-482,482,0.0,0.0,0.0005,0.29891756869275604
-0.5,0.5,4.25,0.8780897229382887,0.25,-530,530,0.0,0.0,0.0005,0.29515757109915447
-0.48,0.48,3.86,0.8693521495067424,0.26,-580,580,0.0,0.0,0.0005,0.2926481084939329
-0.5,0.5,4.47,0.8607015207090729,0.25,-628,628,0.0,0.0,0.0005,0.28980679546968685
-0.58,0.58,4.09,0.8521369713886755,0.21,-686,686,0.0,0.0,0.0005,0.2848219862585884
-0.54,0.54,4.42,0.843657644997827,0.23,-740,740,0.0,0.0,0.0005,0.28159905937683716
-0.46,0.46,4.45,0.8352626935120188,0.27,-786,786,0.0,0.0,0.0005,0.2809550249861188
