avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
1.0,-2.8,8.0,0.5,1.0,0,0,0.0,0.0,0.0005,1.0
0.16,-1.3299999999999996,5.26,0.49502466934568606,0.58,17,-133.4,0.0,0.0,0.0005,0.5841584158415841
0.04,-1.297,5.51,0.4900988465216115,0.52,21,-262.7999999999998,0.0,0.0,0.0005,0.5522388059701493
0.2,-1.349,5.2,0.4852220388921255,0.6,41,-398.29999999999956,0.0,0.0,0.0005,0.5681063122923588
0.14,-1.352,5.39,0.4803937587236281,0.57,53,-529.9999999999994,0.0,0.0,0.0005,0.5685785536159601
0.1,-1.291,5.29,0.47561352313579053,0.55,65,-662.6000000000008,0.0,0.0,0.0005,0.564870259481038
0.04,-1.2670000000000001,5.38,0.4708808540532626,0.52,67,-786.1000000000015,0.0,0.0,0.0005,0.5574043261231281
-0.12,-1.014,4.96,0.4661952781578611,0.44,55,-887.8000000000022,0.0,0.0,0.0005,0.5406562054208274
0.1,-1.297,5.32,0.4615563268412307,0.55,65,-1017.5000000000026,0.0,0.0,0.0005,0.5418227215980025
0.26,-1.4810000000000003,5.52,0.4569635361579792,0.63,93,-1167.9000000000035,0.0,0.0,0.0005,0.5516093229744728
0.18,-1.401,5.41,0.4524164467792781,0.59,109,-1305.7000000000035,0.0,0.0,0.0005,0.5554445554445554
-0.1,-1.04,4.94,0.4479146039469247,0.45,98,-1407.5000000000034,0.0,0.0,0.0005,0.5458673932788374
0.04,-1.291,5.5,0.4434575574278605,0.52,104,-1538.6000000000038,0.0,0.0,0.0005,0.5437135720233139
0.2,-1.388,5.35,0.43904486146914434,0.6,122,-1675.1000000000047,0.0,0.0,0.0005,0.5480399692544197
-0.02,-1.108,4.98,0.4346760747533712,0.49,122,-1788.2000000000055,0.0,0.0,0.0005,0.5438972162740899
-0.02,-1.1440000000000001,5.13,0.43035076035453645,0.49,118,-1900.6000000000065,0.0,0.0,0.0005,0.5403064623584277
0.18,-1.365,5.27,0.42606848569433775,0.59,136,-2036.5000000000066,0.0,0.0,0.0005,0.5434103685196752
-0.1,-1.046,4.96,0.4218288224989135,0.45,126,-2141.7000000000044,0.0,0.0,0.0005,0.5379188712522046
-0.12,-0.978,4.83,0.4176313467560094,0.44,116,-2240.6000000000013,0.0,0.0,0.0005,0.532481954469739
0.02,-1.1749999999999998,5.06,0.4134756386725741,0.51,116,-2356.7,0.0,0.0,0.0005,0.5312993161493951
-0.04,-1.2199999999999998,5.45,0.40936128263277455,0.48,112,-2478.999999999998,0.0,0.0,0.0005,0.5287356321839081
0.12,-1.3529999999999998,5.45,0.4052878671564302,0.56,123,-2610.5999999999954,0.0,0.0,0.0005,0.5302237029985721
0.14,-1.3940000000000001,5.55,0.40125498485786026,0.57,139,-2753.199999999993,0.0,0.0,0.0005,0.5320308950477056
0.1,-1.3210000000000002,5.39,0.39726223240514097,0.55,149,-2885.89999999999,0.0,0.0,0.0005,0.5328118209474142
0.04,-1.198,5.15,0.39330921047976797,0.52,153,-3006.299999999984,0.0,0.0,0.0005,0.5322782174094127
0.02,-1.319,5.69,0.38939552373671993,0.51,153,-3134.9999999999795,0.0,0.0,0.0005,0.5313874450219912
0.18,-1.428,5.57,0.38552078076491986,0.59,171,-3277.799999999975,0.0,0.0,0.0005,0.5336409073433295
0.2,-1.3879999999999995,5.37,0.3816845940480903,0.6,191,-3416.899999999972,0.0,0.0,0.0005,0.5360977415771936
0.34,-1.567,5.54,0.37788657992599645,0.67,227,-3576.1999999999716,0.0,0.0,0.0005,0.5408782577650839
0.08,-1.28,5.33,0.374126358556077,0.54,235,-3701.799999999968,0.0,0.0,0.0005,0.5408479834539814
0.26,-1.6129999999999998,6.0,0.370403553875455,0.63,259,-3862.299999999965,0.0,0.0,0.0005,0.5438187270909697
0.12,-1.335,5.36,0.36671779356332823,0.56,270,-3993.59999999996,0.0,0.0,0.0005,0.54434053531119
0.28,-1.4709999999999999,5.38,0.36306870900373234,0.64,298,-4140.099999999957,0.0,0.0,0.0005,0.5473289597000938
-0.06,-1.05,4.85,0.3594559352486756,0.47,294,-4248.599999999956,0.0,0.0,0.0005,0.5449863677673432
0.0,-1.2209999999999999,5.4,0.3558791109816396,0.5,294,-4369.49999999995,0.0,0.0,0.0005,0.5436636283446046
-0.04,-1.175,5.29,0.35233787848144554,0.48,288,-4485.2999999999465,0.0,0.0,0.0005,0.541845187089403
0.02,-1.28,5.53,0.348831883586476,0.51,292,-4615.599999999945,0.0,0.0,0.0005,0.5409608442099417
-0.02,-1.1680000000000001,5.19,0.34536077565925644,0.49,290,-4732.399999999943,0.0,0.0,0.0005,0.5395838962442583
0.16,-1.5009999999999997,5.9,0.34192420755138625,0.58,304,-4880.19999999994,0.0,0.0,0.0005,0.5406471981057617
0.2,-1.4480000000000002,5.55,0.3385218355688212,0.6,326,-5027.599999999939,0.0,0.0,0.0005,0.5421686746987951
0.04,-1.246,5.37,0.33515331943750076,0.52,330,-5152.199999999938,0.0,0.0,0.0005,0.5416145963509122
0.22,-1.5789999999999997,5.99,0.3318183222693158,0.61,351,-5307.2999999999365,0.0,0.0,0.0005,0.543282126310656
0.14,-1.265,5.08,0.3285165105284165,0.57,365,-5434.399999999931,0.0,0.0,0.0005,0.543918114734587
-0.16,-0.95,4.87,0.3252475539978557,0.42,351,-5531.999999999926,0.0,0.0,0.0005,0.5410369681469426
-0.14,-0.973,4.9,0.32201112574656326,0.43,337,-5629.599999999923,0.0,0.0,0.0005,0.5385139740967961
0.08,-1.358,5.61,0.3188069020966492,0.54,345,-5763.299999999921,0.0,0.0,0.0005,0.538546989557876
-0.08,-1.1380000000000001,5.35,0.3156345625910323,0.46,337,-5878.299999999917,0.0,0.0,0.0005,0.5368398174309933
-0.08,-1.1229999999999998,5.17,0.31249378996139177,0.46,327,-5987.999999999917,0.0,0.0,0.0005,0.5352052754733035
-0.58,-0.9950000000000001,7.04,0.30938427009643643,0.21,271,-6088.5999999999185,0.0,0.0,0.0005,0.5284315767548428
-0.3,-1.314,7.32,0.3063056920104896,0.35,241,-6220.899999999918,0.0,0.0,0.0005,0.5247908590083656
0.12,-1.449,5.95,0.3032577478123883,0.56,253,-6367.299999999916,0.0,0.0,0.0005,0.525494901019796
0.0,-1.347,6.05,0.3002401326746896,0.5,252,-6499.799999999916,0.0,0.0,0.0005,0.524995099000196
0.12,-1.2990000000000002,5.27,0.297252544803186,0.56,264,-6629.699999999913,0.0,0.0,0.0005,0.525668140742165
0.22,-1.4139999999999997,5.39,0.29429468540672155,0.61,286,-6771.09999999991,0.0,0.0,0.0005,0.5272590077343897
