avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
1.0,-1.25,7.0,1,1.0,0,0,0.0,0.0,0.0005,1.0
0.06,-0.25550000000000006,5.19,0.9900493386913721,0.53,7,-26.249999999999996,0.0,0.0,0.0005,0.5346534653465347
0.12,-0.316,5.23,0.980197693043223,0.56,17,-55.90000000000004,0.0,0.0,0.0005,0.5472636815920398
0.0,-0.183,4.84,0.970444077784251,0.5,17,-74.14999999999999,0.0,0.0,0.0005,0.53156146179402
0.02,-0.203,4.9,0.9607875174472562,0.51,21,-96.55000000000003,0.0,0.0,0.0005,0.5261845386533666
-0.04,-0.14800000000000005,4.95,0.9512270462715811,0.48,15,-109.30000000000007,0.0,0.0,0.0005,0.5169660678642715
0.0,-0.1985,5.21,0.9417617081065252,0.5,17,-131.25000000000014,0.0,0.0,0.0005,0.5141430948419301
-0.04,-0.16400000000000003,5.29,0.9323905563157222,0.48,11,-145.6000000000001,0.0,0.0,0.0005,0.5092724679029957
0.04,-0.2545,5.62,0.9231126536824614,0.52,17,-173.10000000000005,0.0,0.0,0.0005,0.5106117353308365
-0.04,-0.1795,5.62,0.9139270723159584,0.48,13,-191.05000000000013,0.0,0.0,0.0005,0.5072142064372919
-0.08,-0.11900000000000004,5.16,0.9048328935585562,0.46,3,-200.9,0.0,0.0,0.0005,0.5024975024975025
0.12,-0.3475,5.93,0.8958292078938495,0.56,16,-236.59999999999982,0.0,0.0,0.0005,0.5077202543142597
-0.16,-0.05100000000000003,5.35,0.886915114855721,0.42,0,-241.3999999999998,0.0,0.0,0.0005,0.5004163197335554
-0.06,-0.16449999999999995,5.74,0.8780897229382887,0.47,-6,-258.05,0.0,0.0,0.0005,0.4980784012298232
0.1,-0.33399999999999996,6.04,0.8693521495067424,0.55,4,-291.45,0.0,0.0,0.0005,0.5017844396859387
0.08,-0.3030000000000001,5.78,0.8607015207090729,0.54,10,-319.5500000000003,0.0,0.0,0.0005,0.5043304463690873
0.18,-0.415,6.14,0.8521369713886755,0.59,28,-361.20000000000033,0.0,0.0,0.0005,0.509681449094316
-0.1,-0.13550000000000004,5.95,0.843657644997827,0.45,20,-376.7500000000004,0.0,0.0,0.0005,0.5061728395061729
-0.16,-0.04600000000000005,5.25,0.8352626935120188,0.42,4,-381.40000000000083,0.0,0.0,0.0005,0.501388117712382
-0.14,-0.09350000000000006,5.92,0.8269512773451482,0.43,-12,-388.6500000000007,0.0,0.0,0.0005,0.49763282482903737
-0.06,-0.17350000000000004,5.85,0.8187225652655491,0.47,-18,-405.9000000000009,0.0,0.0,0.0005,0.4962518740629685
-0.12,-0.11350000000000002,5.91,0.8105757343128605,0.44,-29,-418.20000000000095,0.0,0.0,0.0005,0.49357448833888623
-0.26,0.03099999999999995,5.67,0.8025099697157205,0.37,-55,-414.85000000000116,0.0,0.0,0.0005,0.4879600181735575
-0.02,-0.215,5.98,0.7945244648102819,0.49,-57,-436.25000000000136,0.0,0.0,0.0005,0.48804867448935246
-0.02,-0.2325,6.3,0.7866184209595359,0.49,-61,-457.5000000000015,0.0,0.0,0.0005,0.48812994585589337
-0.1,-0.15950000000000003,6.47,0.7787910474734399,0.45,-69,-475.80000000000143,0.0,0.0,0.0005,0.48660535785685727
-0.12,-0.12400000000000003,6.11,0.7710415615298397,0.44,-81,-488.1000000000017,0.0,0.0,0.0005,0.48481353325643983
0.02,-0.24550000000000005,5.79,0.7633691880961806,0.51,-79,-512.750000000002,0.0,0.0,0.0005,0.4857460199925953
-0.26,0.019999999999999973,5.99,0.7557731598519929,0.37,-105,-510.65000000000185,0.0,0.0,0.0005,0.48161370938950376
-0.28,0.03949999999999998,5.94,0.748252717112154,0.36,-133,-506.7000000000019,0.0,0.0,0.0005,0.47742157876594277
-0.2,-0.06150000000000003,6.4,0.74080710775091,0.4,-153,-512.8000000000015,0.0,0.0,0.0005,0.4748417194268577
-0.06,-0.20800000000000005,6.63,0.7334355871266565,0.47,-158,-534.4000000000018,0.0,0.0,0.0005,0.4746855852950661
-0.32,0.06849999999999996,6.11,0.7261374180074647,0.34,-192,-525.3000000000015,0.0,0.0,0.0005,0.4704779756326148
