avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,15.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.66,0.66,4.77,0.9900493386913721,0.17,-65,65,0.0,0.0,0.0005,0.16831683168316833
-0.76,0.76,4.28,0.980197693043223,0.12,-141,141,0.0,0.0,0.0005,0.14427860696517414
-0.64,0.64,4.53,0.970444077784251,0.18,-205,205,0.0,0.0,0.0005,0.15614617940199335
-0.68,0.68,4.83,0.9607875174472562,0.16,-273,273,0.0,0.0,0.0005,0.1571072319201995
-0.72,0.72,4.4,0.9512270462715811,0.14,-345,345,0.0,0.0,0.0005,0.1536926147704591
-0.76,0.76,4.36,0.9417617081065252,0.12,-421,421,0.0,0.0,0.0005,0.1480865224625624
-0.52,0.52,5.13,0.9323905563157222,0.24,-473,473,0.0,0.0,0.0005,0.16119828815977175
-0.74,0.74,5.25,0.9231126536824614,0.13,-547,547,0.0,0.0,0.0005,0.15730337078651685
-0.7,0.7,4.78,0.9139270723159584,0.15,-619,619,0.0,0.0,0.0005,0.1564927857935627
-0.64,0.64,4.71,0.9048328935585562,0.18,-681,681,0.0,0.0,0.0005,0.15884115884115885
-0.72,0.72,4.66,0.8958292078938495,0.14,-752,752,0.0,0.0,0.0005,0.15712988192552224
-0.6,0.6,5.08,0.886915114855721,0.2,-814,814,0.0,0.0,0.0005,0.16069941715237301
-0.72,0.72,5.22,0.8780897229382887,0.14,-884,884,0.0,0.0,0.0005,0.15910837817063797
-0.74,0.74,4.55,0.8693521495067424,0.13,-958,958,0.0,0.0,0.0005,0.15703069236259815
-0.62,0.62,4.63,0.8607015207090729,0.19,-1022,1022,0.0,0.0,0.0005,0.15922718187874751
-0.72,0.72,4.35,0.8521369713886755,0.14,-1092,1092,0.0,0.0,0.0005,0.1580262336039975
-0.76,0.76,4.16,0.843657644997827,0.12,-1168,1168,0.0,0.0,0.0005,0.1557907113462669
-0.76,0.76,4.31,0.8352626935120188,0.12,-1244,1244,0.0,0.0,0.0005,0.1538034425319267
-0.6,0.6,4.74,0.8269512773451482,0.2,-1304,1304,0.0,0.0,0.0005,0.156233561283535
-0.64,0.64,4.27,0.8187225652655491,0.18,-1368,1368,0.0,0.0,0.0005,0.15742128935532235
-0.8,0.8,4.37,0.8105757343128605,0.1,-1447,1447,0.0,0.0,0.0005,0.1546882436934793
-0.66,0.66,4.69,0.8025099697157205,0.17,-1515,1515,0.0,0.0,0.0005,0.15538391640163562
-0.78,0.78,4.26,0.7945244648102819,0.11,-1591,1591,0.0,0.0,0.0005,0.1534115601912212
-0.78,0.78,4.56,0.7866184209595359,0.11,-1669,1669,0.0,0.0,0.0005,0.15160349854227406
-0.62,0.62,4.31,0.7787910474734399,0.19,-1731,1731,0.0,0.0,0.0005,0.1531387445021991
