avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,1.0,5.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.28,0.28,4.18,0.9900493386913721,0.36,-27,27,0.0,0.0,0.0005,0.3564356435643564
-0.42,0.42,3.97,0.980197693043223,0.29,-69,69,0.0,0.0,0.0005,0.32338308457711445
-0.42,0.42,3.9,0.970444077784251,0.29,-111,111,0.0,0.0,0.0005,0.3122923588039867
-0.2,0.2,4.46,0.9607875174472562,0.4,-131,131,0.0,0.0,0.0005,0.3341645885286783
-0.34,0.34,4.28,0.9512270462715811,0.33,-165,165,0.0,0.0,0.0005,0.3333333333333333
-0.28,0.28,4.24,0.9417617081065252,0.36,-195,195,0.0,0.0,0.0005,0.33777038269550747
-0.28,0.28,4.32,0.9323905563157222,0.36,-223,223,0.0,0.0,0.0005,0.340941512125535
-0.36,0.36,4.24,0.9231126536824614,0.32,-257,257,0.0,0.0,0.0005,0.3383270911360799
-0.18,0.18,4.99,0.9139270723159584,0.41,-275,275,0.0,0.0,0.0005,0.3462819089900111
-0.38,0.38,4.47,0.9048328935585562,0.31,-313,313,0.0,0.0,0.0005,0.34265734265734266
-0.5,0.5,4.06,0.8958292078938495,0.25,-362,362,0.0,0.0,0.0005,0.33424159854677565
-0.5,0.5,4.29,0.886915114855721,0.25,-412,412,0.0,0.0,0.0005,0.32722731057452126
-0.56,0.56,4.28,0.8780897229382887,0.22,-470,470,0.0,0.0,0.0005,0.31898539584934665
-0.48,0.48,4.43,0.8693521495067424,0.26,-516,516,0.0,0.0,0.0005,0.3147751605995717
-0.38,0.38,5.05,0.8607015207090729,0.31,-554,554,0.0,0.0,0.0005,0.3144570286475683
-0.52,0.52,4.36,0.8521369713886755,0.24,-606,606,0.0,0.0,0.0005,0.3098063710181137
-0.44,0.44,4.89,0.843657644997827,0.28,-650,650,0.0,0.0,0.0005,0.3080540858318636
-0.44,0.44,4.8,0.8352626935120188,0.28,-694,694,0.0,0.0,0.0005,0.3064963908939478
-0.64,0.64,4.32,0.8269512773451482,0.18,-758,758,0.0,0.0,0.0005,0.2998421883219358
-0.52,0.52,4.51,0.8187225652655491,0.24,-810,810,0.0,0.0,0.0005,0.29685157421289354
-0.56,0.56,4.13,0.8105757343128605,0.22,-865,865,0.0,0.0,0.0005,0.2931937172774869
-0.66,0.66,3.96,0.8025099697157205,0.17,-931,931,0.0,0.0,0.0005,0.28759654702407994
-0.56,0.56,4.34,0.7945244648102819,0.22,-987,987,0.0,0.0,0.0005,0.2846588439808779
-0.46,0.46,5.16,0.7866184209595359,0.27,-1033,1033,0.0,0.0,0.0005,0.28404831320283214
-0.64,0.64,4.34,0.7787910474734399,0.18,-1097,1097,0.0,0.0,0.0005,0.2798880447820872
-0.54,0.54,4.56,0.7710415615298397,0.23,-1151,1151,0.0,0.0,0.0005,0.2779700115340254
-0.72,0.72,4.06,0.7633691880961806,0.14,-1223,1223,0.0,0.0,0.0005,0.2728619029988893
-0.66,0.66,4.5,0.7557731598519929,0.17,-1289,1289,0.0,0.0,0.0005,0.26918957515173153
-0.56,0.56,4.51,0.748252717112154,0.22,-1347,1347,0.0,0.0,0.0005,0.2674939675973802
-0.64,0.64,4.45,0.74080710775091,0.18,-1411,1411,0.0,0.0,0.0005,0.26457847384205263
-0.62,0.62,4.65,0.7334355871266565,0.19,-1472,1472,0.0,0.0,0.0005,0.26217349242179944
-0.62,0.62,4.68,0.7261374180074647,0.19,-1536,1536,0.0,0.0,0.0005,0.2599187753826929
-0.66,0.66,4.29,0.7189118704973512,0.17,-1600,1600,0.0,0.0,0.0005,0.2571947894577401
