avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-1.0,0.85,5.0,1,0.0,0,0,0.0,0.0,0.0005,0.0
-0.52,0.40050000000000013,3.94,0.9900493386913721,0.24,-51,39.1,0.0,0.0,0.0005,0.2376237623762376
-0.42,0.28400000000000003,4.34,0.980197693043223,0.29,-93,67.60000000000004,0.0,0.0,0.0005,0.263681592039801
-0.62,0.5194999999999999,3.47,0.970444077784251,0.19,-155,119.50000000000004,0.0,0.0,0.0005,0.23920265780730898
-0.38,0.25250000000000006,4.14,0.9607875174472562,0.31,-195,146.85000000000005,0.0,0.0,0.0005,0.256857855361596
-0.3,0.16399999999999998,4.39,0.9512270462715811,0.35,-223,161.05000000000024,0.0,0.0,0.0005,0.2754491017964072
-0.48,0.358,4.0,0.9417617081065252,0.26,-271,196.9500000000004,0.0,0.0,0.0005,0.27287853577371046
-0.4,0.26899999999999996,4.29,0.9323905563157222,0.3,-311,223.8500000000005,0.0,0.0,0.0005,0.2767475035663338
-0.5,0.37599999999999995,4.07,0.9231126536824614,0.25,-361,261.35000000000053,0.0,0.0,0.0005,0.27340823970037453
-0.44,0.3155,4.04,0.9139270723159584,0.28,-407,295.10000000000025,0.0,0.0,0.0005,0.2741398446170921
-0.48,0.3525,4.14,0.9048328935585562,0.26,-453,328.30000000000007,0.0,0.0,0.0005,0.2727272727272727
-0.54,0.418,4.06,0.8958292078938495,0.23,-506,369.29999999999995,0.0,0.0,0.0005,0.2688465031789282
-0.42,0.2975,4.03,0.886915114855721,0.29,-548,398.8499999999997,0.0,0.0,0.0005,0.2706078268109908
-0.46,0.338,4.04,0.8780897229382887,0.27,-594,432.7999999999998,0.0,0.0,0.0005,0.27056110684089163
-0.52,0.39849999999999997,4.06,0.8693521495067424,0.24,-648,474.7999999999998,0.0,0.0,0.0005,0.26837972876516775
-0.48,0.354,4.13,0.8607015207090729,0.26,-696,510.14999999999964,0.0,0.0,0.0005,0.2678214523650899
-0.56,0.43099999999999994,4.25,0.8521369713886755,0.22,-750,551.0999999999996,0.0,0.0,0.0005,0.26483447845096814
-0.56,0.44000000000000006,4.03,0.843657644997827,0.22,-806,595.1999999999995,0.0,0.0,0.0005,0.2621987066431511
-0.64,0.538,3.51,0.8352626935120188,0.18,-870,648.7999999999993,0.0,0.0,0.0005,0.25763464741810105
-0.58,0.4674999999999999,3.82,0.8269512773451482,0.21,-928,695.5499999999989,0.0,0.0,0.0005,0.25512887953708574
-0.5,0.376,4.07,0.8187225652655491,0.25,-978,733.2499999999986,0.0,0.0,0.0005,0.25487256371814093
-0.54,0.42699999999999994,3.8,0.8105757343128605,0.23,-1033,777.1999999999988,0.0,0.0,0.0005,0.25368871965730605
-0.46,0.33849999999999986,4.06,0.8025099697157205,0.27,-1079,810.9999999999987,0.0,0.0,0.0005,0.25442980463425713
-0.5,0.3735,4.14,0.7945244648102819,0.25,-1129,848.3499999999984,0.0,0.0,0.0005,0.2542372881355932
-0.76,0.6579999999999999,3.58,0.7866184209595359,0.12,-1203,912.0499999999988,0.0,0.0,0.0005,0.248646397334444
-0.66,0.5425,3.98,0.7787910474734399,0.17,-1269,966.1999999999988,0.0,0.0,0.0005,0.2455017992802879
-0.6,0.49,3.75,0.7710415615298397,0.2,-1329,1015.2999999999988,0.0,0.0,0.0005,0.2437524029219531
